"last_change_date","barcode","available_stock","in_way_to_client","in_way_from_client","total_stock","available_stock_cost","in_way_to_client_cost","in_way_from_client_cost","total_stock_cost","sales_quantity","revenue","for_pay","sales_cost_price","gross_profit","cost_price","is_cost_price_missing","is_stock_missing","category","subject","supplier_article","brand","orig_country","color","size_group","size"
"2022-03-26","2002970862044",0,0,0,0,0,0,0,0,11,17367.00,15394.35,5189.6,10204.75,5189.6,0,1,"category 594","subject 638","supplierArticle 321","brand 611","Сербия","Бордовый",NULL,"0"
"2022-02-13","2003757777766",0,0,0,0,0,0,0,0,3,1209.00,1139.85,567.72,572.13,567.72,0,1,"category 594","subject 638","supplierArticle 344","brand 611","Сербия","Белый",NULL,"0"
"2022-02-05","2002970862884",0,0,0,0,0,0,0,0,1,447.00,393.36,198.93,194.43,198.93,0,1,"category 588","subject 618","supplierArticle 420","brand 604","Сербия","Черный",NULL,"0"
"2022-01-07","2002970862266",0,0,0,0,0,0,0,0,2,594.00,534.60,106.92,427.68,106.92,0,1,"category 590","subject 636","supplierArticle 24","brand 606","Сербия","Синий",NULL,"0"
"2022-02-08","2002970862549",0,0,0,0,0,0,0,0,3,1503.00,1401.57,592.02,809.55,592.02,0,1,"category 594","subject 638","supplierArticle 282","brand 611","Сербия","Фиолетовый",NULL,"0"
"2022-03-30","2003757777766",0,0,0,0,0,0,0,0,3,1581.00,1343.85,567.72,776.13,567.72,0,1,"category 594","subject 638","supplierArticle 344","brand 611","Сербия","Белый",NULL,"0"
"2022-01-21","2003757777667",0,0,0,0,0,0,0,0,6,1428.00,1329.66,926.28,403.38,926.28,0,1,"category 594","subject 638","supplierArticle 350","brand 611","Сербия","Черный",NULL,"0"
"2022-03-17","2001677202962",0,0,0,0,0,0,0,0,27,19893.00,16965.15,4938.84,12026.31,4938.84,0,1,"category 594","subject 638","supplierArticle 178","brand 611","Сербия","Черный",NULL,"0"
"2022-02-18","2002970862778",0,0,0,0,0,0,0,0,19,8241.36,7473.84,4521.43,2952.41,4521.43,0,1,"category 594","subject 638","supplierArticle 267","brand 611","Сербия","Белый",NULL,"0"
"2022-01-05","2001676801999",0,0,0,0,0,0,0,0,1,237.00,201.45,50.56,150.89,50.56,0,1,"category 594","subject 638","supplierArticle 216","brand 605","Россия","Желтый",NULL,"М"
"2022-01-13","2002970862051",0,0,0,0,0,0,0,0,22,9834.00,8358.90,35190.672,-26831.772,35190.672,0,1,"category 594","subject 638","supplierArticle 322","brand 611","Сербия","Черный",NULL,"0"
"2022-03-10","2003757777636",0,0,0,0,0,0,0,0,2,894.00,759.90,478.4,281.50,478.4,0,1,"category 594","subject 638","supplierArticle 355","brand 611","Сербия","Желтый",NULL,"0"
"2022-02-01","2003757777629",0,0,0,0,0,0,0,0,1,447.00,379.95,218.27,161.68,218.27,0,1,"category 594","subject 638","supplierArticle 356","brand 611","Сербия","сиреневый",NULL,"0"
"2022-01-10","2001792584202",0,0,0,0,0,0,0,0,1,303.00,257.55,223.44,34.11,223.44,0,1,"category 595","subject 628","supplierArticle 449","brand 610","Сербия","Синий",NULL,"0"
"2022-02-22","2003757777698",0,0,0,0,0,0,0,0,5,1149.00,1042.80,566.20,476.60,566.20,0,1,"category 594","subject 638","supplierArticle 351","brand 611","Сербия","оливковый",NULL,"0"
"2022-03-15","2003757777803",0,0,0,0,0,0,0,0,3,4674.00,4348.08,1365.72,2982.36,1365.72,0,1,"category 588","subject 618","supplierArticle 435","brand 603","Сербия","Желтый",NULL,"0"
"2022-02-06","2003757777438",0,0,0,0,0,0,0,0,1,1347.00,1272.45,339.32,933.13,339.32,0,1,"category 594","subject 638","supplierArticle 86","brand 611","Сербия","Красный",NULL,"0"
"2022-01-23","2001676801012",0,0,0,0,0,0,0,0,7,3498.00,3195.15,1481.55,1713.60,1481.55,0,1,"category 594","subject 638","supplierArticle 173","brand 611","Сербия","Черный",NULL,"0"
"2022-01-30","2002970862624",0,0,0,0,0,0,0,0,6,2004.00,1820.70,788.4,1032.30,788.4,0,1,"category 594","subject 638","supplierArticle 284","brand 611","Сербия","Черный",NULL,"0"
"2022-03-18","2003757777421",0,0,0,0,0,0,0,0,2,3143.34,2672.40,1798.56,873.84,1798.56,0,1,"category 594","subject 638","supplierArticle 92","brand 611","Сербия","Фиолетовый",NULL,"0"
"2022-01-20","2002970862877",0,0,0,0,0,0,0,0,1,834.00,762.45,599.2,163.25,599.2,0,1,"category 594","subject 638","supplierArticle 258","brand 605","Россия","Бордовый","M","M"
"2022-03-10","2007242333581",0,0,0,0,0,0,0,0,1,444.00,379.95,165.17,214.78,165.17,0,1,"category 594","subject 638","supplierArticle 111","brand 611","Сербия","Синий",NULL,"0"
"2022-02-19","2003757777407",0,0,0,0,0,0,0,0,3,3636.00,3307.35,1242.51,2064.84,1242.51,0,1,"category 594","subject 638","supplierArticle 91","brand 611","Сербия","Розовый",NULL,"0"
"2022-02-14","2003757777858",0,0,0,0,0,0,0,0,2,1386.00,1359.54,1366.48,-6.94,1366.48,0,1,"category 588","subject 618","supplierArticle 412","brand 603","Сербия","Желтый",NULL,"0"
"2022-01-02","2002970862051",0,0,0,0,0,0,0,0,8,3666.00,3167.10,12796.608,-9629.508,12796.608,0,1,"category 594","subject 638","supplierArticle 322","brand 611","Сербия","Черный",NULL,"0"
"2022-03-22","2003757777735",0,0,0,0,0,0,0,0,2,894.00,759.90,290.54,469.36,290.54,0,1,"category 594","subject 638","supplierArticle 342","brand 611","Сербия","сиреневый",NULL,"0"
"2022-01-25","2003757777438",0,0,0,0,0,0,0,0,3,3324.00,3052.35,1017.96,2034.39,1017.96,0,1,"category 594","subject 638","supplierArticle 86","brand 611","Сербия","Красный",NULL,"0"
"2022-02-12","2003757777612",0,0,0,0,0,0,0,0,1,402.00,379.95,164.45,215.50,164.45,0,1,"category 594","subject 638","supplierArticle 354","brand 611","Сербия","оливковый",NULL,"0"
"2022-03-24","2002970862785",0,0,0,0,0,0,0,0,4,4704.00,4044.30,1340.8,2703.50,1340.8,0,1,"category 594","subject 638","supplierArticle 266","brand 611","Сербия","сиреневый",NULL,"0"
"2022-02-12","2002970862679",0,0,0,0,0,0,0,0,1,207.00,191.25,60.75,130.50,60.75,0,1,"category 594","subject 638","supplierArticle 530","brand 605","Сербия","сиреневый",NULL,"0"
"2022-01-08","2002970862815",0,0,0,0,0,0,0,0,1,237.00,201.45,77.48,123.97,77.48,0,1,"category 594","subject 638","supplierArticle 264","brand 605","Китай","Черный",NULL,"М"
"2022-03-03","2001677202986",0,0,0,0,0,0,0,0,8,4836.00,4110.60,1398.80,2711.80,1398.80,0,1,"category 594","subject 638","supplierArticle 176","brand 611","Сербия","сиреневый",NULL,"0"
"2022-03-31","2001677202986",0,0,0,0,0,0,0,0,2,1194.00,1014.90,349.70,665.20,349.70,0,1,"category 594","subject 638","supplierArticle 176","brand 611","Сербия","сиреневый",NULL,"0"
"2022-02-04","2002970862556",0,0,0,0,0,0,0,0,6,1989.00,1820.70,668.64,1152.06,668.64,0,1,"category 594","subject 638","supplierArticle 288","brand 611","Сербия","Черный",NULL,"0"
"2022-03-28","2001792584172",0,0,0,0,0,0,0,0,4,2220.00,2101.44,893.44,1208.00,893.44,0,1,"category 588","subject 618","supplierArticle 431","brand 603","Сербия","Фиолетовый",NULL,"0"
"2022-02-21","2003757777612",0,0,0,0,0,0,0,0,7,1884.00,1662.21,1151.15,511.06,1151.15,0,1,"category 594","subject 638","supplierArticle 354","brand 611","Сербия","оливковый",NULL,"0"
"2022-01-09","2002970862648",0,0,0,0,0,0,0,0,1,150.00,127.50,50.15,77.35,50.15,0,1,"category 594","subject 638","supplierArticle 279","brand 605","Китай","Синий",NULL,"М"
"2022-01-02","2002970862266",0,0,0,0,0,0,0,0,1,297.00,252.45,53.46,198.99,53.46,0,1,"category 590","subject 636","supplierArticle 24","brand 606","Сербия","Синий",NULL,"0"
"2022-02-02","2003757777995",0,0,0,0,0,0,0,0,2,828.00,759.90,376.74,383.16,376.74,0,1,"category 594","subject 638","supplierArticle 324","brand 611","Сербия","оливковый",NULL,"0"
"2022-03-02","2003757777995",0,0,0,0,0,0,0,0,4,1638.00,1410.12,753.48,656.64,753.48,0,1,"category 594","subject 638","supplierArticle 324","brand 611","Сербия","оливковый",NULL,"0"
"2022-01-15","2002970862310",0,0,0,0,0,0,0,0,1,597.00,507.45,115.42,392.03,115.42,0,1,"category 590","subject 636","supplierArticle 21","brand 606","Сербия","Красный",NULL,"0"
"2022-01-11","2002970862181",0,0,0,0,0,0,0,0,2,300.00,255.00,135.88,119.12,135.88,0,1,"category 594","subject 638","supplierArticle 309","brand 605","Россия","оливковый",NULL,"40"
"2022-01-18","2003757777766",0,0,0,0,0,0,0,0,3,834.00,757.35,567.72,189.63,567.72,0,1,"category 594","subject 638","supplierArticle 344","brand 611","Сербия","Белый",NULL,"0"
"2022-03-27","2002970862051",0,0,0,0,0,0,0,0,10,10695.00,9537.00,15995.760,-6458.760,15995.760,0,1,"category 594","subject 638","supplierArticle 322","brand 611","Сербия","Черный",NULL,"0"
"2022-01-25","2003757777629",0,0,0,0,0,0,0,0,3,819.00,757.35,654.81,102.54,654.81,0,1,"category 594","subject 638","supplierArticle 356","brand 611","Сербия","сиреневый",NULL,"0"
"2022-02-11","2002970862181",0,0,0,0,0,0,0,0,1,135.00,127.50,67.94,59.56,67.94,0,1,"category 594","subject 638","supplierArticle 309","brand 605","Россия","оливковый",NULL,"40"
"2022-03-14","2002970862068",0,0,0,0,0,0,0,0,4,4638.00,3942.30,1472.72,2469.58,1472.72,0,1,"category 594","subject 638","supplierArticle 319","brand 611","Сербия","Синий",NULL,"0"
"2022-02-19","2003757777858",0,0,0,0,0,0,0,0,3,2916.00,2607.03,2049.72,557.31,2049.72,0,1,"category 588","subject 618","supplierArticle 412","brand 603","Сербия","Желтый",NULL,"0"
"2022-03-07","2002970862013",0,0,0,0,0,0,0,0,2,1104.00,938.40,888.22,50.18,888.22,0,1,"category 594","subject 638","supplierArticle 332","brand 611","Сербия","Черный",NULL,"0"
"2022-01-27","2002970862853",0,0,0,0,0,0,0,0,4,1656.00,1519.80,567.72,952.08,567.72,0,1,"category 594","subject 638","supplierArticle 260","brand 605","Китай","Черный","XS-S","XS-S"
"2022-01-04","2001676801975",0,0,0,0,0,0,0,0,3,450.00,382.50,137.46,245.04,137.46,0,1,"category 594","subject 638","supplierArticle 213","brand 605","Россия","Лиловый",NULL,"36-45"
"2022-01-24","2002970862075",0,0,0,0,0,0,0,0,24,19494.00,17839.80,5832.48,12007.32,5832.48,0,1,"category 594","subject 638","supplierArticle 315","brand 611","Сербия","Бордовый",NULL,"0"
"2022-01-25","2002970862006",0,0,0,0,0,0,0,0,4,2658.00,2412.30,1021.44,1390.86,1021.44,0,1,"category 594","subject 638","supplierArticle 325","brand 611","Сербия","сиреневый",NULL,"0"
"2022-01-27","2001676801029",0,0,0,0,0,0,0,0,30,15018.00,13693.50,6349.50,7344.00,6349.50,0,1,"category 594","subject 638","supplierArticle 172","brand 611","Сербия","Черный",NULL,"0"
"2022-01-12","2003757777612",0,0,0,0,0,0,0,0,1,297.00,252.45,164.45,88.00,164.45,0,1,"category 594","subject 638","supplierArticle 354","brand 611","Сербия","оливковый",NULL,"0"
"2022-01-28","2003757777872",0,0,0,0,0,0,0,0,2,2448.00,2238.72,1318.68,920.04,1318.68,0,1,"category 588","subject 616","supplierArticle 9","brand 603","Сербия","Черный",NULL,"0"
"2022-01-05","2003757777988",0,0,0,0,0,0,0,0,17,5049.00,4291.65,3303.95,987.70,3303.95,0,1,"category 594","subject 638","supplierArticle 323","brand 611","Сербия","Розовый",NULL,"0"
"2022-01-07","2002970862112",0,0,0,0,0,0,0,0,2,894.00,759.90,556.76,203.14,556.76,0,1,"category 594","subject 638","supplierArticle 314","brand 611","Сербия","Бордовый",NULL,"0"
"2022-01-13","2002970862358",0,0,0,0,0,0,0,0,-1,-222.00,-189.33,-76.23,-113.10,-76.23,0,1,"category 590","subject 636","supplierArticle 20","brand 606","Исландия","сиреневый",NULL,"0"
"2022-03-11","2003757777636",0,0,0,0,0,0,0,0,1,447.00,379.95,239.2,140.75,239.2,0,1,"category 594","subject 638","supplierArticle 355","brand 611","Сербия","Желтый",NULL,"0"
"2022-02-26","2002970862723",0,0,0,0,0,0,0,0,15,10425.00,8932.89,5994.15,2938.74,5994.15,0,1,"category 594","subject 638","supplierArticle 272","brand 611","Сербия","Бордовый",NULL,"0"
"2022-01-20","2003757777667",0,0,0,0,0,0,0,0,5,1152.00,1077.21,771.90,305.31,771.90,0,1,"category 594","subject 638","supplierArticle 350","brand 611","Сербия","Черный",NULL,"0"
"2022-04-03","2002970862051",0,0,0,0,0,0,0,0,7,8421.00,7170.60,12796.608,-5626.008,12796.608,0,1,"category 594","subject 638","supplierArticle 322","brand 611","Сербия","Черный",NULL,"0"
"2022-01-10","2001676801814",0,0,0,0,0,0,0,0,1,237.00,201.45,65.57,135.88,65.57,0,1,"category 594","subject 638","supplierArticle 210","brand 605","Китай","Бордовый",NULL,"М"
"2022-03-01","2002970862051",0,0,0,0,0,0,0,0,23,15261.00,13055.19,36790.248,-23735.058,36790.248,0,1,"category 594","subject 638","supplierArticle 322","brand 611","Сербия","Черный",NULL,"0"
"2022-01-04","2003757777971",0,0,0,0,0,0,0,0,9,2673.00,2272.05,784.08,1487.97,784.08,0,1,"category 594","subject 638","supplierArticle 340","brand 611","Сербия","Желтый",NULL,"0"
"2022-02-28","2002970862594",0,0,0,0,0,0,0,0,4,2028.00,1723.80,538.0,1185.80,538.0,0,1,"category 594","subject 638","supplierArticle 286","brand 611","Сербия","оливковый",NULL,"0"
"2022-02-13","2003757777414",0,0,0,0,0,0,0,0,12,9686.16,9472.32,4525.92,4946.40,4525.92,0,1,"category 594","subject 638","supplierArticle 83","brand 611","Сербия","Красный",NULL,"0"
"2022-02-04","2002970862037",0,0,0,0,0,0,0,0,7,3819.00,3552.15,2759.47,792.68,2759.47,0,1,"category 594","subject 638","supplierArticle 335","brand 611","Сербия","Фиолетовый",NULL,"0"
"2022-02-13","2001676801036",0,0,0,0,0,0,0,0,1,135.00,132.00,48.19,83.81,48.19,0,1,"category 594","subject 638","supplierArticle 171","brand 605","Россия","Белый",NULL,"М"
"2022-03-08","2007242333574",0,0,0,0,0,0,0,0,1,447.00,379.95,332.32,47.63,332.32,0,1,"category 594","subject 638","supplierArticle 112","brand 611","Сербия","Белый",NULL,"0"
"2022-01-04","2002970862235",0,0,0,0,0,0,0,0,-1,-267.30,-252.45,-72.27,-180.18,-72.27,0,1,"category 590","subject 636","supplierArticle 496","brand 606","Сербия","оливковый",NULL,"0"
"2022-01-18","2002970862549",0,0,0,0,0,0,0,0,12,4014.00,3641.40,2368.08,1273.32,2368.08,0,1,"category 594","subject 638","supplierArticle 282","brand 611","Сербия","Фиолетовый",NULL,"0"
"2022-03-10","2001677202979",0,0,0,0,0,0,0,0,1,594.00,507.45,197.34,310.11,197.34,0,1,"category 594","subject 638","supplierArticle 177","brand 611","Сербия","Синий",NULL,"0"
"2022-03-22","2002970862570",0,0,0,0,0,0,0,0,1,507.00,430.95,159.36,271.59,159.36,0,1,"category 594","subject 638","supplierArticle 289","brand 611","Сербия","сиреневый",NULL,"0"
"2022-01-09","2001676801005",0,0,0,0,0,0,0,0,39,20943.00,17801.55,8392.8,9408.75,8392.8,0,1,"category 594","subject 638","supplierArticle 174","brand 611","Сербия","Красный",NULL,"0"
"2022-01-04","2001792584226",0,0,0,0,0,0,0,0,2,606.00,515.10,638.4,-123.30,638.4,0,1,"category 595","subject 628","supplierArticle 450","brand 610","Сербия","сиреневый",NULL,"0"
"2022-03-06","2002970862617",0,0,0,0,0,0,0,0,5,2235.00,1899.75,557.20,1342.55,557.20,0,1,"category 594","subject 638","supplierArticle 283","brand 611","Сербия","Красный",NULL,"0"
"2022-01-09","2002970862068",0,0,0,0,0,0,0,0,15,6705.00,5699.25,5522.70,176.55,5522.70,0,1,"category 594","subject 638","supplierArticle 319","brand 611","Сербия","Синий",NULL,"0"
"2022-01-19","2003757777629",0,0,0,0,0,0,0,0,1,447.00,379.95,218.27,161.68,218.27,0,1,"category 594","subject 638","supplierArticle 356","brand 611","Сербия","сиреневый",NULL,"0"
"2022-02-01","2003757777667",0,0,0,0,0,0,0,0,2,495.00,458.64,308.76,149.88,308.76,0,1,"category 594","subject 638","supplierArticle 350","brand 611","Сербия","Черный",NULL,"0"
"2022-03-18","2002970862785",0,0,0,0,0,0,0,0,20,21207.00,18054.00,6704.0,11350.00,6704.0,0,1,"category 594","subject 638","supplierArticle 266","brand 611","Сербия","сиреневый",NULL,"0"
"2022-01-14","2001676801579",0,0,0,0,0,0,0,0,1,297.00,252.45,165.17,87.28,165.17,0,1,"category 594","subject 638","supplierArticle 203","brand 605","Россия","Розовый",NULL,"М"
"2022-03-29","2002970862549",0,0,0,0,0,0,0,0,2,1269.00,1139.85,592.02,547.83,592.02,0,1,"category 594","subject 638","supplierArticle 282","brand 611","Сербия","Фиолетовый",NULL,"0"
"2022-01-29","2003757777766",0,0,0,0,0,0,0,0,11,2139.00,1989.27,2081.64,-92.37,2081.64,0,1,"category 594","subject 638","supplierArticle 344","brand 611","Сербия","Белый",NULL,"0"
"2022-03-12","2002970862754",0,0,0,0,0,0,0,0,7,5529.00,4699.65,1697.08,3002.57,1697.08,0,1,"category 594","subject 638","supplierArticle 269","brand 611","Сербия","Белый",NULL,"0"
"2022-01-10","2003757777612",0,0,0,0,0,0,0,0,1,297.00,252.45,164.45,88.00,164.45,0,1,"category 594","subject 638","supplierArticle 354","brand 611","Сербия","оливковый",NULL,"0"
"2022-02-17","2001677202979",0,0,0,0,0,0,0,0,11,2226.00,2029.80,2170.74,-140.94,2170.74,0,1,"category 594","subject 638","supplierArticle 177","brand 611","Сербия","Синий",NULL,"0"
"2022-02-11","2001677202993",0,0,0,0,0,0,0,0,15,8901.00,8376.75,4369.05,4007.70,4369.05,0,1,"category 594","subject 638","supplierArticle 175","brand 611","Сербия","Фиолетовый",NULL,"0"
"2022-03-21","2002970862754",0,0,0,0,0,0,0,0,7,6267.00,5337.15,1697.08,3640.07,1697.08,0,1,"category 594","subject 638","supplierArticle 269","brand 611","Сербия","Белый",NULL,"0"
"2022-01-09","2003757777926",0,0,0,0,0,0,0,0,2,2094.00,1842.72,1562.64,280.08,1562.64,0,1,"category 588","subject 616","supplierArticle 4","brand 603","Сербия","Бордовый",NULL,"0"
"2022-01-29","2002970862716",0,0,0,0,0,0,0,0,24,10041.00,9220.80,4592.64,4628.16,4592.64,0,1,"category 594","subject 638","supplierArticle 273","brand 611","Сербия","оливковый",NULL,"0"
"2022-02-16","2002970862839",0,0,0,0,0,0,0,0,5,1743.72,1684.98,1210.95,474.03,1210.95,0,1,"category 594","subject 639","supplierArticle 262","brand 611","Сербия","Бордовый",NULL,"0"
"2022-04-06","2002970862860",0,0,0,0,0,0,0,0,2,2994.00,2544.90,646.92,1897.98,646.92,0,1,"category 594","subject 638","supplierArticle 259","brand 605","Россия","сиреневый",NULL,"17"
"2022-01-13","2003757777704",0,0,0,0,0,0,0,0,1,423.00,379.95,286.18,93.77,286.18,0,1,"category 594","subject 638","supplierArticle 345","brand 611","Сербия","Синий",NULL,"0"
"2022-03-22","2002970862075",0,0,0,0,0,0,0,0,6,5817.00,4959.75,1458.12,3501.63,1458.12,0,1,"category 594","subject 638","supplierArticle 315","brand 611","Сербия","Бордовый",NULL,"0"
"2022-01-15","2003757777421",0,0,0,0,0,0,0,0,2,4554.00,4074.90,1798.56,2276.34,1798.56,0,1,"category 594","subject 638","supplierArticle 92","brand 611","Сербия","Фиолетовый",NULL,"0"
